customer_id,customer_name,customer_segment,signup_date,location_id
CUST00151,Suresh Rao,,2025-03-06,LOC0104
CUST00152,Vikram Sharma,New,2023-06-24,LOC0076
CUST00153,Divya Mehta,Regular,2024-07-10,LOC0010
CUST00154,Rajesh Gupta,Regular,2024-07-22,LOC0057
CUST00155,Meera Das,Loyal,2023-02-18,LOC0044
CUST00156,Anita Nair,new,2022-11-11,LOC0121
CUST00157,Siddharth Gowda,Regular,2025-05-26,LOC0086
CUST00158,Kavya Das,Regular,2024-10-10,LOC0079
CUST00159,Rahul Das,Regular,2024-04-11,LOC0076
CUST00160,Priya Deshmukh,Regular,2025-05-10,LOC0150
CUST00161,Deepika Iyer,Regular,2024-10-31,LOC0050
CUST00162,Aditya Banerjee,Loyal,2023-09-29,LOC0014
CUST00163,Vikram Reddy,Premium,2023-09-06,LOC0105
CUST00164,Karthik Reddy,Loyal,2024-12-23,LOC0047
CUST00165,Meera Joshi,Regular,2022-08-12,LOC0081
CUST00166,Aarav Pillai,Regular,2023-03-16,LOC0044
CUST00167,Neha Deshmukh,Regular,2023-03-29,LOC0112
CUST00168,Aditya Chawla,New,2023-05-29,LOC0002
CUST00169,Arjun Das,Loyal,2025-06-25,LOC0083
CUST00170,Suresh Gupta,Regular,2024-11-14,LOC0002
CUST00171,Kavya Rao,New,2024-06-27,LOC0089
CUST00172,Priya Mehta,New,2023-12-12,LOC0079
CUST00173,Ananya Kumar,Regular,2023-11-15,LOC0134
CUST00174,Rahul Chawla,Premium,2022-06-01,LOC0088
CUST00175,Meera Das,New,2023-03-14,LOC0104
CUST00176,Kavya Reddy,Regular,2024-10-05,LOC0006
CUST00177,Neha Patel,Regular,2024-06-25,LOC0010
CUST00178,Siddharth Gowda,Regular,2022-04-06,LOC0013
CUST00179,Aarav Verma,Regular,2022-05-11,LOC0107
CUST00180,Priya Gowda,New,2023-12-23,LOC0040
CUST00181,Aarav Kumar,Regular,2024-04-07,LOC0026
CUST00182,Siddharth Menon,Regular,2024-02-12,LOC0036
CUST00183,Priya Banerjee,New,2022-06-19,LOC0073
CUST00184,Priya Deshmukh,Loyal,2024-06-06,LOC0052
CUST00185,Suresh Gupta,New,2024-06-21,LOC0105
CUST00186,Ananya Gowda,Regular,2024-11-09,LOC0054
CUST00187,Meera Joshi,Regular,2022-09-05,LOC0004
CUST00188,Priya Bhat,Premium,2023-06-13,LOC0039
CUST00189,Suresh Iyer,Regular,2025-05-25,LOC0066
CUST00190,Karthik Kumar,New,2023-12-07,LOC0013
CUST00191,Neha Verma,Regular,2023-08-09,LOC0081
CUST00192,Priya Patel,Regular,2022-12-18,LOC0036
CUST00193,Neha Joshi,Premium,2025-01-02,LOC0113
CUST00194,Siddharth Iyer,New,2024-10-06,LOC0088
CUST00195,Aditya Mehta,Regular,2023-02-15,LOC0099
CUST00196,Meera Chawla,New,2024-07-29,LOC0043
CUST00197,Ananya Nair,Loyal,2024-01-09,LOC0124
CUST00198,Karthik Nair,Regular,2023-03-18,LOC0092
CUST00199,Vikram Deshmukh,Regular,2022-08-20,LOC0106
CUST00200,Rohan Singh,Regular,2022-12-18,LOC0004
CUST00201,Suresh Bhat,Regular,2022-11-02,LOC0087
CUST00202,Deepika Patel,Regular,2024-04-01,LOC0064
CUST00203,Aditya Reddy,New,2024-09-20,LOC0014
CUST00204,Neha Banerjee,Loyal,2024-09-24,LOC0127
CUST00205,Rohan Deshmukh,Premium,2023-03-24,LOC0085
CUST00206,Ananya Banerjee,Regular,2024-03-25,LOC0097
CUST00207,Kavya Iyer,Regular,2023-08-08,LOC0147
CUST00208,Meera Pillai,Regular,2022-11-22,LOC0128
CUST00209,Aarav Patel,Regular,2023-08-05,LOC0010
CUST00210,Aarav Iyer,Loyal,2024-11-08,LOC0078
CUST00211,Anita Gupta,Premium,2023-12-19,LOC0117
CUST00212,Sneha Verma,New,2025-01-20,LOC0117
CUST00213,Deepika Menon,Regular,2024-05-06,LOC0094
CUST00214,Priya Patel,New,2022-09-13,LOC0001
CUST00215,Pooja Gowda,New,2023-04-26,LOC0028
CUST00216,Neha Deshmukh,New,2025-02-09,LOC0105
CUST00217,Deepika Gupta,New,2023-01-28,LOC0101
CUST00218,Arjun Joshi,New,2024-12-21,LOC0107
CUST00219,Rajesh Patel,New,2023-08-27,LOC0130
CUST00220,Meera Sharma,Regular,2024-04-27,LOC0013
CUST00221,Divya Bhat,Loyal,2024-11-30,LOC0131
CUST00222,Neha Bhat,New,2024-10-22,LOC0033
CUST00223,Deepika Menon,Regular,2023-12-19,LOC0099
CUST00224,Deepika Rao,Premium,2023-09-25,LOC0088
CUST00225,Karthik Reddy,New,2023-12-19,LOC0132
CUST00226, Anita Joshi ,Regular,2024-01-26,LOC0142
CUST00227,Arjun Gupta,Regular,2024-02-17,LOC0075
CUST00228,Vikram Nair,Regular,2023-10-26,LOC0083
CUST00229,Sneha Gowda,Premium,2023-12-18,LOC0147
CUST00230,Divya Gowda,Loyal,2025-01-22,LOC0109
CUST00231,Suresh Patel,New,2024-01-14,LOC0038
CUST00232,Ananya Gupta,Premium,2024-09-24,LOC0042
CUST00233,Siddharth Reddy,New,2024-11-07,LOC0076
CUST00234,Anita Verma,New,2024-10-12,LOC0116
CUST00235,Anita Rao,New,2023-09-01,LOC0100
CUST00236,Pooja Verma,Premium,2023-07-21,LOC0107
CUST00237,Rahul Gowda,New,2022-12-18,LOC0065
CUST00238,Karthik Rao,Loyal,2024-02-02,LOC0095
CUST00239,Anita Menon,New,2024-11-25,LOC0050
CUST00240,Neha Iyer,Regular,2025-06-09,LOC0045
CUST00241,Priya Mehta,Regular,2024-02-23,LOC0072
CUST00242,Vikram Nair,New,2024-07-21,LOC0066
CUST00243,Karthik Reddy,Regular,2023-05-18,LOC0083
CUST00244,Deepika Kumar,Regular,2024-07-11,LOC0147
CUST00245,Rohan Joshi,Regular,2022-11-18,LOC0048
CUST00246,Suresh Nair,Regular,2023-12-11,LOC0138
CUST00247,Sneha Rao,New,2024-07-24,LOC0085
CUST00248,Pooja Gupta,Premium,2023-08-16,LOC0122
CUST00249,Aarav Patel,New,2023-01-13,LOC0115
CUST00250,Deepika Menon,Regular,2025-05-07,LOC0011
CUST00251,Rahul Mehta,Regular,2023-12-04,LOC0066
CUST00252,Pooja Sharma,Regular,2024-07-31,LOC0096
CUST00253,Suresh Pillai,Loyal,2022-06-10,LOC0076
CUST00254,Arjun Joshi,New,2022-07-06,LOC0025
CUST00255,Anita Gowda,New,2024-09-30,LOC0017
CUST00256,Arjun Chawla,Loyal,2023-06-07,LOC0138
CUST00257,Divya Iyer,Regular,2022-06-21,LOC0007
CUST00258,Rahul Verma,New,2023-02-01,LOC0014
CUST00259,Siddharth Gowda,Loyal,2024-07-06,LOC0059
CUST00260,Divya Mehta,Regular,2024-02-20,LOC0104
CUST00261,Aarav Mehta,New,2022-05-23,LOC0137
CUST00262,Deepika Iyer,Regular,2022-04-23,LOC0019
CUST00263,Suresh Patel,Regular,2024-10-19,LOC0078
CUST00264,Pooja Pillai,Regular,2023-07-29,LOC0008
CUST00265,Anita Rao,Loyal,2024-11-26,LOC0101
CUST00266,Anita Kumar,Regular,2022-07-08,LOC0077
CUST00267,Sneha Sharma,New,2024-09-04,LOC0143
CUST00268,Ananya Sharma,Regular,2023-11-14,LOC0101
CUST00269,Rohan Kumar,New,2024-10-21,LOC0089
CUST00270,Suresh Reddy,Regular,2023-04-17,LOC0057
CUST00271,Siddharth Gupta,Loyal,2023-05-08,LOC0146
CUST00272,Anita Pillai,New,2023-08-21,LOC0019
CUST00273,Rohan Singh,Regular,2023-06-02,LOC0149
CUST00274,Rahul Das,New,2024-09-14,LOC0061
CUST00275,Deepika Iyer,Regular,2023-08-15,LOC0125
CUST00276,Deepika Kumar,Regular,2023-09-01,LOC0040
CUST00277,Sneha Joshi,New,2022-11-15,LOC0002
CUST00278,Kavya Chawla,New,2024-12-20,LOC0093
CUST00279,Rahul Deshmukh,Loyal,2023-08-09,LOC0092
CUST00280,Meera Gowda,Loyal,2023-05-05,LOC0021
CUST00281,Vikram Gowda,Regular,2023-06-19,LOC0020
CUST00282,Aarav Banerjee,Regular,2022-03-15,LOC0149
CUST00283,Rajesh Gupta,Regular,2024-06-30,LOC0067
CUST00284,Anita Deshmukh,Regular,2024-04-04,LOC0039
CUST00285,Kavya Bhat,Regular,2022-12-21,LOC0119
CUST00286,Rohan Mehta,Regular,2023-11-25,LOC0003
CUST00287,Deepika Nair,New,2022-09-03,LOC0115
CUST00288,Rajesh Bhat,Regular,2024-07-10,LOC0038
CUST00289,Meera Das,New,2023-07-24,LOC0125
CUST00290,Siddharth Das,Regular,2022-10-17,LOC0053
CUST00291,Sneha Mehta,Loyal,2024-11-30,LOC0117
CUST00292,Ananya Joshi,Regular,2024-10-30,LOC0134
CUST00293,Siddharth Singh,New,2023-09-19,LOC0146
CUST00294,Aditya Das,Regular,2024-01-05,LOC0020
CUST00295,Aditya Rao,Loyal,2023-06-01,LOC0091
CUST00296,Sneha Deshmukh,Regular,2024-10-24,LOC0002
CUST00297,Vikram Pillai,Regular,2023-06-01,LOC0020
CUST00298,Siddharth Gupta,Regular,2023-04-26,LOC0041
CUST00299,Priya Rao,Regular,2024-09-10,LOC0085
CUST00300,Meera Deshmukh,Regular,2022-12-02,LOC0042
CUST00301,Divya Sharma,Regular,2022-10-13,LOC0033
CUST00302,Neha Reddy,Loyal,2023-07-22,LOC0011
CUST00303,Vikram Verma,Regular,2023-06-29,LOC0047
CUST00304,Aditya Menon,Loyal,2023-12-31,LOC0005
CUST00305,Pooja Iyer,Loyal,2023-12-16,LOC0121
CUST00306,Neha Rao,Loyal,2024-02-10,LOC0037
CUST00307,Neha Menon,New,2023-07-06,LOC0068
CUST00308,Rahul Pillai,New,2023-10-27,LOC0018
CUST00309,Aditya Reddy,Regular,2022-11-23,LOC0052
CUST00310,Suresh Chawla,New,2024-06-28,LOC0025
CUST00311,Deepika Menon,Regular,2025-05-29,LOC0137
CUST00312,Priya Iyer,Loyal,2024-03-05,LOC0034
CUST00313,Anita Sharma,Regular,2023-11-14,LOC0111
CUST00314,Sneha Verma,New,2023-07-05,LOC0110
CUST00315,Meera Mehta,New,2024-02-29,LOC0148
CUST00316,Vikram Singh,Loyal,2024-06-24,LOC0060
CUST00317,Rohan Kumar,Regular,2024-08-14,LOC0140
CUST00318,Arjun Sharma,Regular,2024-02-03,LOC0002
CUST00319,Priya Banerjee,Regular,2024-01-17,LOC0053
CUST00320,Rahul Chawla,Regular,2022-10-17,LOC0040
CUST00321,Rajesh Singh,Regular,2025-01-12,LOC0138
CUST00322,Sneha Menon,Loyal,2024-07-09,LOC0102
CUST00323,Divya Gowda,Regular,2023-07-29,LOC0046
CUST00324,Anita Deshmukh,New,2023-07-05,LOC0148
CUST00325,Aditya Reddy,Regular,2022-05-30,LOC0059
CUST00326,Neha Patel,Loyal,2024-02-16,LOC0103
CUST00327,Anita Menon,New,2023-12-11,LOC0014
CUST00328,Aarav Iyer,New,2024-02-13,LOC0112
CUST00329,Siddharth Rao,Regular,2022-09-15,LOC0010
CUST00330,Aditya Menon,Regular,2023-07-18,LOC0074
CUST00331,Deepika Verma,Regular,2024-07-20,LOC0127
CUST00332,Arjun Banerjee,Loyal,2023-02-23,LOC0009
CUST00333,Suresh Banerjee,Regular,2022-09-03,LOC0044
CUST00334,Sneha Rao,New,2022-01-31,LOC0041
CUST00335,Siddharth Mehta,Regular,2024-05-20,LOC0102
CUST00336,Arjun Banerjee,Loyal,2025-01-17,LOC0018
CUST00337,Anita Kumar,New,2024-10-12,LOC0150
CUST00338,Siddharth Rao,Regular,2024-11-07,LOC0050
CUST00339,Aditya Bhat,Regular,2023-09-23,LOC0045
CUST00340,Priya Gowda,New,2024-04-23,LOC0076
CUST00341,Priya Banerjee,Loyal,2025-02-05,LOC0138
CUST00342,Rajesh Singh,Regular,2023-04-09,LOC0097
CUST00343,Kavya Joshi,Loyal,2024-04-08,LOC0118
CUST00344,Aarav Deshmukh,Regular,2023-07-25,LOC0018
CUST00345,Kavya Rao,Regular,2023-09-19,LOC0091
CUST00346,Aarav Singh,Regular,2023-06-17,LOC0024
CUST00347,Rahul Iyer,Regular,2024-11-01,LOC0046
CUST00348,Sneha Gupta,Premium,2022-12-14,LOC0047
CUST00349,Arjun Deshmukh,Loyal,2023-05-19,LOC0062
CUST00350,Arjun Rao,Loyal,2025-01-21,LOC0064
CUST00351,Sneha Reddy,Regular,2023-03-10,LOC0021
CUST00352,Meera Menon,Premium,2025-02-18,LOC0139
CUST00353,Meera Das,Loyal,2023-01-06,LOC0127
CUST00354,Rajesh Singh,New,2022-10-29,LOC0131
CUST00355,Kavya Bhat,Loyal,2022-12-22,LOC0135
CUST00356,Meera Gowda,Regular,2024-05-13,LOC0089
CUST00357,Neha Pillai,Regular,2024-10-16,LOC0133
CUST00358,Aarav Sharma,Regular,2022-08-24,LOC0098
CUST00359,Rahul Das,New,2024-07-23,LOC0067
CUST00360,Siddharth Rao,Regular,2023-12-12,LOC0088
CUST00361,Meera Chawla,Regular,2023-11-19,LOC0096
CUST00362,Aditya Singh,New,2022-11-16,LOC0147
CUST00363,Rajesh Rao,Loyal,2024-11-18,LOC0070
CUST00364,Anita Chawla,Loyal,2023-01-06,LOC0038
CUST00365,Vikram Deshmukh,Regular,2023-06-26,LOC0108
CUST00366,Suresh Gowda,New,2024-10-05,LOC0125
CUST00367,Anita Bhat,Regular,2024-01-19,LOC0026
CUST00368,Ananya Gupta,Regular,2023-12-24,LOC0025
CUST00369,Rahul Singh,Regular,2023-07-04,LOC0144
CUST00370,Siddharth Das,Regular,2024-02-16,LOC0032
CUST00371,Deepika Gupta,New,2023-10-22,LOC0138
CUST00372,Pooja Das,Regular,2024-06-07,LOC0131
CUST00373,Karthik Iyer,Regular,2024-03-09,LOC0074
CUST00374,Vikram Nair,Regular,2024-05-15,LOC0087
CUST00375,Deepika Bhat,New,2024-10-24,LOC0019
CUST00376,Rahul Rao,Regular,2023-06-14,LOC0075
CUST00377,Deepika Mehta,Loyal,2025-02-09,LOC0114
CUST00378,Sneha Bhat,Regular,2024-12-23,LOC0116
CUST00379,Neha Sharma,Regular,2024-11-12,LOC0061
CUST00380,Rohan Gupta,New,2023-11-18,LOC0027
CUST00381,Meera Gowda,Regular,2022-12-31,LOC0102
CUST00382,Rohan Patel,New,2024-05-13,LOC0040
CUST00383,Aditya Kumar,Regular,2023-05-17,LOC0073
CUST00384,Vikram Reddy,New,2024-08-12,LOC0044
CUST00385,Sneha Joshi,Premium,2023-08-24,LOC0139
CUST00386,Anita Pillai,New,2025-07-12,LOC0139
CUST00387,Deepika Pillai,Regular,2024-03-19,LOC0145
CUST00388,Anita Kumar,New,2023-11-13,LOC0139
CUST00389,Rohan Pillai,New,2023-08-06,LOC0106
CUST00390,Pooja Sharma,New,2024-06-19,LOC0035
CUST00391,Meera Gowda,Premium,2024-12-01,LOC0126
CUST00392,Meera Kumar,Loyal,2025-02-19,LOC0111
CUST00393,Deepika Rao,New,2024-07-12,LOC0096
CUST00394,Anita Chawla,Regular,2023-02-23,LOC0042
CUST00395,Aditya Mehta,Regular,2023-06-07,LOC0021
CUST00396,Kavya Banerjee,New,2024-05-28,LOC0070
CUST00397,Anita Singh,New,2022-12-13,LOC0018
CUST00398,Pooja Patel,New,2023-05-21,LOC0116
CUST00399,Deepika Deshmukh,New,2023-08-21,LOC0005
CUST00400,Anita Sharma,New,2025-06-19,LOC0027
CUST00401,Vikram Pillai,New,2023-08-23,LOC0024
CUST00402,Meera Gupta,Loyal,2023-09-13,LOC0080
CUST00403,Meera Das,New,2024-04-21,LOC0009
CUST00404,Vikram Verma,New,2024-10-20,LOC0101
CUST00405,Meera Nair,Loyal,2025-03-30,LOC0065
CUST00406,Aarav Patel,Loyal,2022-09-12,LOC0099
CUST00407,Karthik Rao,Regular,2023-07-06,LOC0118
CUST00408,Priya Banerjee,Regular,2022-08-27,LOC0122
CUST00409,Pooja Joshi,Regular,2024-07-17,LOC0011
CUST00410,Anita Banerjee,Regular,2023-07-17,LOC0124
CUST00411,Arjun Das,Premium,2025-05-08,LOC0056
CUST00412,Kavya Chawla,Loyal,2022-08-03,LOC0043
CUST00413,Rajesh Patel,New,2024-08-29,LOC0063
CUST00414,Ananya Bhat,Regular,2023-05-14,LOC0040
CUST00415,Rohan Rao,Regular,2024-03-07,LOC0024
CUST00416,Rahul Verma,Regular,2023-12-01,LOC0040
CUST00417,Priya Reddy,Premium,2022-12-21,LOC0082
CUST00418,Sneha Pillai,Regular,2022-10-16,LOC0097
CUST00419,Vikram Singh,Regular,2024-04-21,LOC0113
CUST00420,Anita Deshmukh,Regular,2024-04-28,LOC0048
CUST00421,Rahul Pillai,New,2025-01-18,LOC0142
CUST00422,Suresh Reddy,Regular,2023-03-14,LOC0068
CUST00423,Karthik Sharma,Regular,2023-07-12,LOC0098
CUST00424,Aarav Menon,New,2024-08-31,LOC0062
CUST00425,Rohan Gowda,Regular,2022-12-28,LOC0135
CUST00426,Anita Reddy,Regular,2022-12-08,LOC0083
CUST00427,Rahul Patel,New,2024-05-01,LOC0018
CUST00428, Vikram Nair ,Regular,2023-07-10,LOC0028
CUST00429,Priya Verma,Regular,2024-01-01,LOC0100
CUST00430,Suresh Menon,New,2023-09-03,LOC0066
CUST00431,Kavya Menon,Regular,2022-12-09,LOC0054
CUST00432,Rohan Pillai,Regular,2022-04-11,LOC0093
CUST00433,Divya Das,Regular,2022-03-04,LOC0069
CUST00434,Rohan Kumar,Premium,2025-07-17,LOC0056
CUST00435,Priya Patel,New,2024-03-02,LOC0099
CUST00436,Suresh Rao,Regular,2023-12-16,LOC0046
CUST00437,Anita Chawla,Regular,2024-12-31,LOC0148
CUST00438,Karthik Chawla,Regular,2023-04-28,LOC0047
CUST00439,Suresh Joshi,Premium,2022-07-10,LOC0137
CUST00440,Karthik Das,Loyal,2024-02-07,LOC0084
CUST00441,Divya Chawla,Regular,2024-04-03,LOC0062
CUST00442,Arjun Mehta,Regular,2024-10-29,LOC0066
CUST00443,Karthik Pillai,Premium,2022-06-12,LOC0009
CUST00444,Deepika Sharma,New,2022-08-27,LOC0078
CUST00445,Kavya Gupta,Loyal,2022-08-15,LOC0071
CUST00446,Suresh Gowda,New,2024-10-18,LOC0147
CUST00447,Ananya Pillai,New,2022-12-09,LOC0036
CUST00448,Rajesh Rao,New,2023-05-24,LOC0077
CUST00449,Aditya Bhat,Regular,2024-10-02,LOC0020
